Field(Oe), Temperature(K), Capacitance(pF), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
0.105, 95.4902,  2.940652    , 31, 422, 1281, 219, 1953
0.105, 95.2226,  2.940626    , 32, 296, 1282, 297, 1907
0.105, 94.9860,  2.940609    , 63, 250, 1281, 312, 1906
0.105, 94.7450,  2.940590    , 47, 141, 1281, 313, 1782
0.105, 94.4825,  2.940540    , 47, 235, 1281, 187, 1750
0.105, 94.2452,  2.940524    , 31, 328, 1281, 219, 1859
0.105, 93.9822,  2.940510    , 31, 172, 1282, 250, 1735
0.105, 93.7403,  2.940494    , 78, 469, 1281, 203, 2031
0.105, 93.4915,  2.940452    , 31, 344, 1281, 297, 1953
0.105, 93.2316,  2.940443    , 31, 78, 1281, 313, 1703
0.105, 92.9880,  2.940417    , 32, 171, 1282, 328, 1828
0.105, 92.7247,  2.940377    , 31, 297, 1266, 297, 1891
0.105, 92.4760,  2.940374    , 125, 328, 1282, 265, 2000
0.105, 92.2373,  2.940347    , 47, 172, 1281, 219, 1719
0.105, 91.9943,  2.940348    , 31, 203, 1282, 296, 1812
0.105, 91.7349,  2.940314    , 31, 187, 1266, 234, 1718
0.105, 91.4924,  2.940300    , 31, 328, 1281, 297, 1937
0.105, 91.2235,  2.940259    , 78, 250, 1281, 266, 1875
0.105, 90.9839,  2.940242    , 125, 187, 1281, 219, 1812
0.105, 90.7368,  2.940236    , 32, 281, 1281, 328, 1922
0.105, 90.4973,  2.940190    , 78, 125, 1281, 203, 1687
0.105, 90.2349,  2.940168    , 32, 171, 1282, 297, 1782
0.105, 89.9950,  2.940141    , 31, 63, 1281, 297, 1672
0.105, 89.7332,  2.940115    , 31, 156, 1281, 282, 1750
0.105, 89.4913,  2.940095    , 63, 187, 1282, 281, 1813
0.105, 89.2266,  2.940061    , 31, 172, 1281, 344, 1828
0.105, 88.9887,  2.940053    , 47, 125, 1281, 203, 1656
0.105, 88.7213,  2.940018    , 31, 172, 1281, 297, 1781
0.105, 88.4887,  2.940005    , 31, 110, 1281, 297, 1719
0.105, 88.2424,  2.939975    , 31, 172, 1281, 328, 1812
0.105, 87.9907,  2.939949    , 31, 79, 1281, 328, 1719
0.105, 87.7420,  2.939923    , 47, 63, 1281, 250, 1641
0.105, 87.4831,  2.939894    , 46, 94, 1281, 344, 1765
0.105, 87.2269,  2.939867    , 47, 125, 1281, 390, 1843
0.105, 86.9820,  2.939845    , 31, 172, 1281, 234, 1718
0.105, 86.7430,  2.939812    , 47, 125, 1281, 282, 1735
0.105, 86.4825,  2.939798    , 32, 296, 1266, 484, 2078
0.105, 86.2385,  2.939770    , 46, 188, 1266, 296, 1796
0.105, 85.9970,  2.939759    , 31, 281, 1281, 235, 1828
0.105, 85.7284,  2.939724    , 32, 187, 1281, 219, 1719
0.105, 85.4755,  2.939685    , 62, 235, 1281, 203, 1781
0.105, 85.2256,  2.939672    , 31, 422, 1281, 250, 1984
0.105, 84.9856,  2.939653    , 94, 94, 1281, 234, 1703
0.105, 84.7335,  2.939629    , 31, 141, 1266, 343, 1781
0.105, 84.4820,  2.939599    , 94, 343, 1282, 281, 2000
0.105, 84.2394,  2.939567    , 63, 250, 1281, 234, 1828
0.105, 83.9896,  2.939548    , 32, 156, 1281, 281, 1750
0.105, 83.7232,  2.939530    , 31, 547, 1281, 234, 2093
0.105, 83.4699,  2.939499    , 63, 250, 1281, 203, 1797
0.105, 83.2266,  2.939472    , 32, 312, 1281, 282, 1907
0.105, 82.9824,  2.939449    , 63, 156, 1281, 250, 1750
0.105, 82.7466,  2.939419    , 32, 437, 1281, 282, 2032
0.105, 82.4947,  2.939400    , 62, 125, 1282, 281, 1750
0.105, 82.2391,  2.939380    , 31, 94, 1281, 219, 1625
0.105, 82.0004,  2.939357    , 47, 235, 1281, 219, 1782
0.105, 81.7340,  2.939322    , 78, 109, 1281, 235, 1703
0.105, 81.4769,  2.939290    , 31, 297, 1281, 234, 1843
0.105, 81.2264,  2.939269    , 32, 312, 1281, 235, 1860
0.105, 80.9779,  2.939244    , 47, 140, 1282, 218, 1687
0.105, 80.7345,  2.939218    , 32, 312, 1281, 219, 1844
0.105, 80.4722,  2.939191    , 47, 406, 1282, 234, 1969
0.105, 80.2405,  2.939155    , 31, 265, 1297, 297, 1890
0.105, 79.9737,  2.939137    , 32, 156, 1281, 219, 1688
0.105, 79.7233,  2.939114    , 31, 312, 1235, 203, 1781
0.105, 79.4714,  2.939090    , 31, 203, 1281, 282, 1797
0.105, 79.2343,  2.939061    , 32, 296, 1188, 187, 1703
0.105, 78.9790,  2.939027    , 31, 219, 1093, 203, 1546
0.105, 78.7145,  2.939000    , 47, 594, 1093, 235, 1969
0.105, 78.4864,  2.938972    , 31, 78, 1187, 329, 1625
0.105, 78.2215,  2.938946    , 31, 281, 1141, 219, 1672
0.105, 77.9679,  2.938920    , 31, 656, 1141, 281, 2109
0.105, 77.7301,  2.938904    , 47, 250, 1093, 219, 1609
0.105, 77.4845,  2.938864    , 47, 250, 1093, 266, 1656
0.105, 77.2286,  2.938840    , 63, 484, 1094, 203, 1844
0.105, 76.9696,  2.938804    , 31, 422, 1094, 172, 1734
0.105, 76.7362,  2.938784    , 31, 516, 1094, 250, 1891
0.105, 76.4926,  2.938760    , 32, 453, 1093, 219, 1797
0.105, 76.2370,  2.938714    , 31, 156, 1141, 218, 1546
0.105, 75.9832,  2.938686    , 93, 438, 1140, 204, 1875
0.105, 75.7453,  2.938657    , 32, 203, 1140, 250, 1625
0.105, 75.4849,  2.938625    , 47, 282, 1093, 235, 1657
0.105, 75.2224,  2.938591    , 31, 516, 1140, 250, 1937
0.105, 74.9833,  2.938566    , 31, 594, 1140, 235, 2000
0.105, 74.7327,  2.938511    , 31, 219, 1141, 265, 1656
0.105, 74.4844,  2.938487    , 62, 235, 1093, 219, 1609
0.105, 74.2348,  2.938455    , 47, 234, 1094, 297, 1672
0.105, 73.9763,  2.938417    , 31, 547, 1140, 235, 1953
0.105, 73.7356,  2.938389    , 31, 266, 1094, 203, 1594
0.105, 73.4906,  2.938367    , 31, 312, 1094, 219, 1656
0.105, 73.2175,  2.938333    , 31, 313, 1140, 219, 1703
0.105, 72.9855,  2.938298    , 31, 203, 1141, 296, 1671
0.105, 72.7493,  2.938266    , 31, 297, 1094, 218, 1640
0.105, 72.4874,  2.938239    , 47, 203, 1187, 297, 1734
0.105, 72.2264,  2.938168    , 62, 719, 1094, 234, 2109
0.105, 71.9862,  2.938165    , 109, 360, 1094, 218, 1781
0.105, 71.7199,  2.938135    , 32, 422, 1140, 235, 1829
0.105, 71.4827,  2.938113    , 32, 422, 1093, 250, 1797
0.105, 71.2186,  2.938088    , 31, 437, 1141, 250, 1859
0.105, 70.9825,  2.938060    , 31, 188, 1093, 235, 1547
0.105, 70.7196,  2.938031    , 31, 516, 1140, 203, 1890
0.105, 70.4726,  2.938008    , 62, 531, 1094, 203, 1890
0.105, 70.2167,  2.937973    , 78, 578, 1094, 281, 2031
0.105, 69.9855,  2.937951    , 31, 344, 1140, 235, 1750
0.105, 69.7308,  2.937918    , 110, 250, 1093, 235, 1688
0.105, 69.4738,  2.937888    , 31, 328, 1094, 265, 1718
0.105, 69.2186,  2.937862    , 46, 469, 1094, 266, 1875
0.105, 68.9766,  2.937825    , 46, 125, 1094, 235, 1500
0.105, 68.7195,  2.937800    , 32, 531, 1140, 282, 1985
0.105, 68.4850,  2.937765    , 31, 78, 1094, 281, 1484
0.105, 68.2317,  2.937733    , 31, 94, 1094, 234, 1453
0.105, 67.9959,  2.937713    , 31, 297, 1141, 250, 1719
0.105, 67.7345,  2.937679    , 32, 437, 1094, 266, 1829
0.105, 67.4803,  2.937651    , 31, 297, 1094, 187, 1609
0.105, 67.2240,  2.937612    , 31, 172, 1141, 234, 1578
0.105, 66.9876,  2.937579    , 47, 125, 1093, 219, 1484
0.105, 66.7286,  2.937551    , 110, 422, 1093, 235, 1860
0.105, 66.4792,  2.937575    , 31, 453, 1094, 187, 1765
0.105, 66.2186,  2.937539    , 47, 422, 1093, 172, 1734
0.105, 65.9671,  2.937505    , 125, 187, 1094, 266, 1672
0.105, 65.7264,  2.937486    , 125, 234, 1094, 265, 1718
0.105, 65.4697,  2.937455    , 31, 109, 1094, 235, 1469
0.105, 65.2333,  2.937428    , 63, 359, 1094, 250, 1766
0.105, 64.9705,  2.937387    , 47, 312, 1094, 235, 1688
0.105, 64.7392,  2.937361    , 32, 78, 1093, 219, 1422
0.105, 64.4821,  2.937329    , 47, 468, 1094, 219, 1828
0.105, 64.2362,  2.937304    , 47, 531, 1094, 219, 1891
0.105, 63.9746,  2.937271    , 32, 437, 1094, 265, 1828
0.105, 63.7369,  2.937233    , 31, 313, 1140, 266, 1750
0.105, 63.4662,  2.937204    , 31, 281, 1094, 250, 1656
0.105, 63.2343,  2.937179    , 62, 188, 1094, 265, 1609
0.105, 62.9832,  2.937154    , 63, 312, 1094, 281, 1750
0.105, 62.7366,  2.937119    , 63, 250, 1093, 250, 1656
0.105, 62.4695,  2.937091    , 78, 360, 1094, 250, 1782
0.105, 62.2347,  2.937057    , 63, 297, 1094, 234, 1688
0.105, 61.9733,  2.937028    , 47, 172, 1141, 234, 1594
0.105, 61.7142,  2.936992    , 47, 390, 1094, 250, 1781
0.105, 61.4687,  2.936967    , 32, 515, 1094, 266, 1907
0.105, 61.2342,  2.936935    , 31, 172, 1094, 343, 1640
0.105, 60.9736,  2.936917    , 31, 438, 1140, 250, 1859
0.105, 60.7196,  2.936887    , 31, 297, 1094, 250, 1672
0.105, 60.4770,  2.936854    , 47, 750, 1094, 234, 2125
0.105, 60.2187,  2.936825    , 47, 531, 1094, 219, 1891
0.105, 59.9741,  2.936790    , 31, 281, 1094, 219, 1625
0.105, 59.7178,  2.936764    , 62, 360, 1094, 250, 1766
0.105, 59.4685,  2.936727    , 110, 484, 1094, 187, 1875
0.105, 59.2362,  2.936711    , 78, 141, 1094, 218, 1531
0.105, 58.9681,  2.936675    , 31, 312, 1094, 219, 1656
0.105, 58.7279,  2.936650    , 63, 484, 1094, 265, 1906
0.105, 58.4874,  2.936616    , 31, 406, 1094, 266, 1797
0.105, 58.2266,  2.936588    , 31, 437, 1094, 219, 1781
0.105, 57.9853,  2.936559    , 63, 718, 1094, 250, 2125
0.105, 57.7284,  2.936532    , 31, 94, 1094, 265, 1484
0.105, 57.4918,  2.936492    , 31, 94, 1094, 234, 1453
0.105, 57.2352,  2.936466    , 31, 156, 1094, 250, 1531
0.105, 56.9776,  2.936437    , 31, 781, 1094, 187, 2093
0.105, 56.7286,  2.936417    , 93, 375, 1094, 219, 1781
0.105, 56.4674,  2.936376    , 63, 359, 1094, 234, 1750
0.105, 56.2324,  2.936352    , 31, 235, 1094, 203, 1563
0.105, 55.9745,  2.936316    , 47, 172, 1094, 281, 1594
0.105, 55.7373,  2.936292    , 31, 156, 1094, 297, 1578
0.105, 55.4797,  2.936261    , 47, 141, 1094, 265, 1547
0.105, 55.2186,  2.936217    , 110, 234, 1094, 250, 1688
0.105, 54.9799,  2.936176    , 62, 360, 1093, 297, 1812
0.105, 54.7146,  2.936148    , 31, 313, 1094, 281, 1719
0.105, 54.4814,  2.936135    , 78, 141, 1094, 250, 1563
0.105, 54.2311,  2.936106    , 31, 282, 1093, 172, 1578
0.105, 53.9721,  2.936072    , 31, 532, 1093, 219, 1875
0.105, 53.7346,  2.936042    , 31, 297, 1094, 203, 1640
0.105, 53.4762,  2.936016    , 31, 250, 1094, 281, 1656
0.105, 53.2262,  2.935980    , 47, 437, 1094, 219, 1797
0.105, 52.9896,  2.935939    , 31, 172, 1094, 281, 1578
0.105, 52.7284,  2.935911    , 47, 140, 1094, 266, 1547
0.105, 52.4940,  2.935882    , 94, 453, 1094, 219, 1860
0.105, 52.2311,  2.935853    , 78, 797, 1094, 234, 2203
0.105, 51.9761,  2.935820    , 47, 125, 1093, 219, 1484
0.105, 51.7358,  2.935790    , 47, 78, 1094, 281, 1500
0.105, 51.4786,  2.935769    , 31, 204, 1093, 250, 1578
0.105, 51.2446,  2.935736    , 62, 422, 1094, 250, 1828
0.105, 50.9802,  2.935705    , 32, 734, 1094, 250, 2110
0.105, 50.7398,  2.935680    , 47, 203, 1094, 234, 1578
0.105, 50.4820,  2.935652    , 63, 187, 1094, 281, 1625
0.105, 50.2217,  2.935613    , 31, 219, 1093, 297, 1640
0.105, 49.9941,  2.935593    , 47, 78, 1094, 265, 1484
0.105, 49.7376,  2.935561    , 31, 203, 1094, 234, 1562
0.105, 49.4793,  2.935535    , 47, 172, 1093, 172, 1484
0.105, 49.2263,  2.935504    , 31, 329, 1093, 250, 1703
0.105, 48.9735,  2.935478    , 31, 109, 1094, 219, 1453
0.105, 48.7361,  2.935448    , 63, 453, 1094, 265, 1875
0.105, 48.4714,  2.935418    , 31, 656, 1094, 234, 2015
0.105, 48.2282,  2.935393    , 31, 219, 1094, 297, 1641
0.105, 47.9895,  2.935366    , 47, 234, 1094, 266, 1641
0.105, 47.7100,  2.935337    , 31, 532, 1093, 266, 1922
0.105, 47.4855,  2.935309    , 47, 250, 1094, 265, 1656
0.105, 47.2356,  2.935282    , 31, 297, 1094, 219, 1641
0.105, 46.9833,  2.935256    , 31, 282, 1093, 235, 1641
0.105, 46.7217,  2.935227    , 31, 328, 1141, 266, 1781
0.105, 46.4638,  2.935193    , 63, 203, 1094, 265, 1625
0.105, 46.2288,  2.935166    , 31, 391, 1094, 234, 1750
0.105, 45.9890,  2.935143    , 32, 171, 1094, 266, 1563
0.105, 45.7353,  2.935116    , 31, 281, 1094, 281, 1687
0.105, 45.4792,  2.935092    , 31, 157, 1093, 250, 1531
0.105, 45.2255,  2.935064    , 32, 156, 1094, 218, 1500
0.105, 44.9736,  2.935036    , 47, 250, 1094, 219, 1610
0.105, 44.7259,  2.935013    , 63, 109, 1141, 328, 1641
0.105, 44.4789,  2.934985    , 63, 531, 1094, 343, 2031
0.105, 44.2310,  2.934959    , 47, 140, 1094, 234, 1515
0.105, 43.9863,  2.9349332   , 32, 297, 1093, 203, 1641
0.105, 43.7254,  2.9349048   , 31, 625, 453, 250, 1375
0.105, 43.4755,  2.9348793   , 31, 282, 468, 250, 1031
0.105, 43.2239,  2.9348579   , 47, 485, 1093, 297, 1922
0.105, 42.9918,  2.9348332   , 47, 125, 1094, 375, 1641
0.105, 42.7343,  2.9348074   , 47, 187, 1094, 266, 1594
0.105, 42.4930,  2.9347847   , 31, 313, 453, 203, 1015
0.105, 42.2215,  2.9347565   , 172, 344, 453, 94, 1079
0.105, 41.9733,  2.9347327   , 47, 312, 453, 266, 1078
0.105, 41.7300,  2.934705    , 31, 172, 453, 250, 922
0.105, 41.4733,  2.9346824   , 156, 453, 454, 265, 1328
0.105, 41.2414,  2.9346605   , 78, 390, 453, 266, 1187
0.105, 40.9815,  2.9346344   , 31, 156, 1094, 235, 1516
0.105, 40.7394,  2.9346110   , 31, 62, 453, 203, 765
0.105, 40.4675,  2.9345839   , 63, 609, 453, 219, 1344
0.105, 40.2368,  2.9345626   , 31, 281, 1094, 235, 1656
0.105, 39.9792,  2.9345403   , 62, 235, 453, 218, 984
0.105, 39.7351,  2.9345198   , 31, 219, 453, 187, 906
0.105, 39.4856,  2.9344957   , 31, 110, 453, 203, 797
0.105, 39.2152,  2.9344685   , 31, 250, 1094, 219, 1594
0.105, 38.9749,  2.9344496   , 31, 328, 1094, 234, 1687
0.105, 38.7388,  2.9344271   , 31, 453, 453, 187, 1140
0.105, 38.4636,  2.9344055   , 31, 422, 453, 172, 1094
0.105, 38.2189,  2.9343837   , 31, 328, 453, 219, 1031
0.105, 37.9863,  2.9343611   , 31, 313, 1093, 235, 1672
0.105, 37.7330,  2.9343403   , 31, 187, 453, 219, 890
0.105, 37.4751,  2.9343174   , 47, 312, 454, 219, 1047
0.105, 37.2276,  2.9342956   , 31, 172, 453, 219, 875
0.105, 36.9715,  2.9342716   , 63, 500, 1093, 250, 1906
0.105, 36.7318,  2.9342478   , 31, 188, 1093, 250, 1562
0.105, 36.4776,  2.934228    , 31, 172, 1093, 235, 1531
0.105, 36.2292,  2.9342071   , 125, 593, 454, 265, 1437
0.105, 35.9763,  2.9341874   , 32, 281, 453, 187, 969
0.105, 35.7241,  2.934170    , 31, 438, 469, 203, 1141
0.105, 35.4792,  2.9341479   , 31, 235, 468, 266, 1000
0.105, 35.2194,  2.9341263   , 63, 531, 1094, 218, 1906
0.105, 34.9804,  2.9341088   , 79, 281, 453, 203, 1016
0.105, 34.7254,  2.934089    , 172, 469, 1094, 265, 2000
0.105, 34.4738,  2.9340675   , 63, 93, 454, 234, 844
0.105, 34.2165,  2.9340483   , 32, 312, 453, 203, 1000
0.105, 33.9630,  2.9340275   , 109, 484, 1094, 172, 1859
0.105, 33.7423,  2.9340104   , 109, 610, 468, 250, 1437
0.105, 33.4668,  2.9339879   , 31, 313, 1094, 218, 1656
0.105, 33.2288,  2.9339742   , 47, 391, 453, 218, 1125
0.105, 32.9765,  2.9339507   , 31, 203, 453, 281, 984
0.105, 32.7264,  2.9339278   , 78, 438, 1093, 313, 1922
0.105, 32.4850,  2.9338706   , 78, 110, 1093, 266, 1547
0.105, 32.2277,  2.9338519   , 31, 125, 453, 235, 844
0.105, 31.9751,  2.9338364   , 94, 515, 469, 266, 1344
0.105, 31.7250,  2.9338187   , 63, 156, 453, 156, 828
0.105, 31.4713,  2.9338054   , 78, 359, 1094, 234, 1765
0.105, 31.2283,  2.9337907   , 31, 282, 453, 234, 1000
0.105, 30.9799,  2.9337789   , 78, 156, 453, 110, 797
0.105, 30.7311,  2.9337606   , 47, 141, 1093, 266, 1547
0.105, 30.4759,  2.9337488   , 47, 141, 453, 296, 953
0.105, 30.2209,  2.9337316   , 94, 781, 469, 203, 1547
0.105, 29.9864,  2.9337153   , 31, 250, 453, 203, 937
0.105, 29.7338,  2.9336999   , 47, 609, 453, 250, 1375
0.105, 29.4817,  2.9336861   , 31, 406, 469, 188, 1094
0.105, 29.2327,  2.9336760   , 31, 297, 469, 171, 968
0.105, 28.9756,  2.9336621   , 63, 687, 1094, 250, 2094
0.105, 28.7378,  2.9336468   , 32, 234, 1094, 250, 1610
0.105, 28.4773,  2.9336327   , 31, 172, 1094, 265, 1562
0.105, 28.2129,  2.9336154   , 78, 656, 453, 219, 1406
0.105, 27.9825,  2.9336065   , 32, 390, 453, 188, 1079
0.105, 27.7320,  2.933590    , 109, 125, 453, 141, 844
0.105, 27.4813,  2.9335782   , 31, 125, 453, 250, 875
0.105, 27.2242,  2.9335657   , 62, 719, 1094, 203, 2078
0.105, 26.9861,  2.9335543   , 32, 390, 453, 204, 1079
0.105, 26.7373,  2.9335426   , 63, 250, 453, 172, 954
0.105, 26.4855,  2.9335304   , 78, 266, 1093, 344, 1781
0.105, 26.2306,  2.9335184   , 63, 234, 453, 218, 984
0.105, 25.9825,  2.9335088   , 78, 172, 453, 141, 859
0.105, 25.7288,  2.9334958   , 78, 313, 453, 140, 984
0.105, 25.4808,  2.9334853   , 32, 437, 469, 172, 1110
0.105, 25.2339,  2.9334726   , 94, 156, 453, 187, 906
0.105, 24.9790,  2.933454    , 125, 109, 454, 171, 859
0.105, 24.7218,  2.9334412   , 31, 422, 1094, 281, 1828
0.105, 24.4827,  2.9334286   , 47, 110, 1093, 219, 1469
0.105, 24.2289,  2.9334249   , 31, 312, 1094, 235, 1672
0.105, 23.9912,  2.9334152   , 31, 312, 1094, 281, 1718
0.105, 23.7245,  2.9334045   , 31, 562, 453, 281, 1343
0.105, 23.4691,  2.9333969   , 187, 594, 1094, 219, 2094
0.105, 23.2315,  2.9333906   , 31, 187, 453, 172, 843
0.105, 22.9727,  2.9333786   , 31, 281, 1141, 234, 1687
0.105, 22.7342,  2.933374    , 47, 250, 453, 188, 954
0.105, 22.4886,  2.933365    , 32, 203, 453, 219, 922
0.105, 22.2383,  2.933358    , 125, 313, 453, 63, 969
0.105, 21.9634,  2.9333493   , 31, 531, 453, 172, 1203
0.105, 21.7247,  2.9333426   , 31, 188, 453, 219, 891
0.105, 21.4669,  2.9333349   , 63, 422, 453, 109, 1047
0.105, 21.2179,  2.9333312   , 31, 297, 469, 125, 922
0.105, 20.9875,  2.933323    , 32, 343, 454, 235, 1079
0.105, 20.7386,  2.933319    , 31, 547, 453, 203, 1234
0.105, 20.4915,  2.933310    , 31, 157, 453, 110, 766
0.105, 20.2210,  2.933308    , 47, 78, 1093, 219, 1437
0.105, 19.9651,  2.933300    , 47, 171, 454, 156, 843
0.105, 19.7341,  2.933297    , 78, 250, 1094, 266, 1688
0.105, 19.4740,  2.933290    , 47, 421, 454, 265, 1187
0.105, 18.4749,  2.933273    , 47, 391, 453, 203, 1109
0.105, 18.2249,  2.933272    , 125, 234, 453, 156, 984
0.105, 17.7274,  2.933265    , 63, 578, 469, 250, 1360
0.105, 17.4643,  2.933260    , 63, 672, 469, 218, 1422
0.105, 17.2134,  2.933258    , 31, 547, 453, 297, 1328
0.105, 16.9805,  2.933254    , 78, 515, 453, 234, 1296
0.105, 16.7306,  2.933253    , 63, 593, 454, 266, 1391
0.105, 16.4778,  2.933249    , 31, 687, 469, 219, 1406
0.105, 16.2279,  2.933246    , 31, 375, 453, 171, 1046
0.105, 15.9762,  2.933245    , 31, 547, 453, 218, 1265
0.105, 15.7314,  2.933244    , 32, 156, 1094, 312, 1594
0.105, 15.4816,  2.933243    , 31, 94, 1093, 282, 1500
0.105, 15.2208,  2.933239    , 31, 578, 453, 235, 1297
0.105, 14.9695,  2.933240    , 32, 578, 453, 219, 1297
0.105, 14.7155,  2.933236    , 31, 797, 1094, 234, 2156
0.105, 14.4713,  2.933238    , 63, 500, 453, 234, 1250
0.105, 14.2286,  2.933233    , 47, 78, 454, 312, 891
0.105, 13.9746,  2.933233    , 31, 266, 453, 250, 1016
0.105, 13.7250,  2.933230    , 62, 297, 1094, 187, 1640
0.105, 13.4887,  2.933231    , 31, 156, 1094, 235, 1516
0.105, 13.2300,  2.933229    , 31, 531, 1094, 219, 1875
0.105, 12.9771,  2.933228    , 31, 94, 1094, 296, 1515
0.105, 12.7320,  2.933226    , 47, 468, 1094, 297, 1906
0.105, 12.4803,  2.933226    , 31, 94, 453, 187, 781
0.105, 12.2280,  2.933226    , 31, 79, 453, 172, 735
0.105, 11.9731,  2.933225    , 31, 266, 469, 140, 906
0.105, 11.7199,  2.933228    , 31, 656, 1094, 234, 2015
0.105, 11.4706,  2.933227    , 63, 468, 453, 266, 1250
0.105, 11.2279,  2.933225    , 47, 109, 453, 219, 828
0.105, 10.9829,  2.933226    , 31, 344, 453, 265, 1109
0.105, 10.7225,  2.933217    , 47, 359, 453, 156, 1031
0.105, 10.4873,  2.933219    , 47, 203, 1094, 218, 1562
0.105, 10.2270,  2.933218    , 47, 406, 453, 188, 1094
0.105, 9.9720,  2.933217    , 47, 391, 453, 172, 1078
0.105, 9.7474,  2.933217    , 94, 266, -58907, 219, -58328
0.105, 9.3972,  2.933219    , 32, 797, 468, 188, 1485
0.105, 9.0661,  2.933220    , 31, 609, 453, 219, 1312
0.105, 8.7682,  2.933217    , 31, 578, 453, 203, 1265
0.105, 8.5761,  2.933217    , 47, 563, 453, 203, 1266
0.105, 8.4534,  2.933218    , 47, 625, 1094, 203, 1969
0.105, 7.9887,  2.933219    , 32, 296, 454, 156, 953
0.105, 7.7388,  2.933215    , 93, 172, 453, 110, 828
0.105, 7.4748,  2.933217    , 47, 532, 453, 187, 1219
0.105, 7.2242,  2.933216    , 94, 438, 453, 219, 1219
0.105, 6.9824,  2.933218    , 31, 203, 469, 172, 875
0.105, 6.7288,  2.933217    , 31, 453, 1094, 203, 1781
0.105, 6.4784,  2.933216    , 32, 640, 453, 219, 1344
0.105, 6.2305,  2.933217    , 31, 1047, 453, 219, 1750
0.105, 5.9815,  2.933215    , 47, 1000, 453, 187, 1687
0.105, 5.7282,  2.933220    , 31, 985, 453, 187, 1672
0.105, 5.4865,  2.933216    , 31, 1078, 469, 172, 1750
0.105, 5.2182,  2.933216    , 156, 859, 1094, 266, 2375
0.105, 4.9717,  2.933217    , 32, -59047, 453, 203, -58359
0.105, 4.7171,  2.933216    , 32, 234, 1094, 281, 1641
0.105, 4.4654,  2.933217    , 47, 765, 453, 203, 1468
0.105, 4.2293,  2.933217    , 31, 297, 453, 157, 953
0.105, 3.9894,  2.933216    , 125, 906, 453, 188, 1672
0.105, 4.0022,  2.933215    , 47, 62, 454, 141, 719
0.105, 4.2646,  2.933215    , 47, 265, 454, 125, 891
0.105, 4.5128,  2.933216    , 31, 156, 453, 203, 859
0.105, 4.7617,  2.933218    , 47, 172, 1093, 204, 1516
0.105, 5.0182,  2.933215    , 62, 500, 454, 219, 1250
0.105, 5.2848,  2.933215    , 31, 469, 1094, 250, 1844
0.105, 5.5246,  2.933214    , 31, 531, 453, 235, 1250
0.105, 5.7683,  2.933215    , 47, 187, 1094, 235, 1563
0.105, 6.0231,  2.933216    , 31, 250, 453, 203, 953
0.105, 6.2747,  2.933213    , 47, 437, 453, 282, 1219
0.105, 6.5204,  2.933212    , 31, 359, 469, 203, 1062
0.105, 6.7684,  2.933212    , 110, 172, 453, 172, 922
0.105, 7.0139,  2.933213    , 78, 172, 453, 156, 859
0.105, 7.2615,  2.933214    , 32, 187, 453, 203, 891
0.105, 7.5120,  2.933212    , 46, 172, 453, 141, 812
0.105, 7.7597,  2.933213    , 47, 172, 1094, 328, 1641
0.105, 8.0115,  2.933213    , 47, 234, 1094, 234, 1609
0.105, 8.2685,  2.933213    , 32, 281, 453, 250, 1032
0.105, 8.5162,  2.933210    , 31, 344, 453, 188, 1016
0.105, 8.7700,  2.933211    , 31, 578, 453, 219, 1297
0.105, 9.0155,  2.933212    , 31, 234, 454, 203, 937
0.105, 9.2695,  2.933214    , 47, 516, 453, 218, 1234
0.105, 9.7637,  2.933211    , 32, 312, 453, 266, 1063
0.105, 10.0123,  2.933213    , 125, 125, 453, 125, 843
0.105, 10.2807,  2.933214    , 47, 250, 453, 265, 1015
0.105, 10.5345,  2.933214    , 47, 516, 453, 234, 1266
0.105, 10.7755,  2.933213    , 94, 1062, 454, 234, 1844
0.105, 11.0167,  2.933211    , 32, 78, 453, 171, 750
0.105, 11.2691,  2.933214    , 31, 188, 453, 141, 813
0.105, 11.5235,  2.933214    , 188, 359, 453, 234, 1250
0.105, 12.0175,  2.933213    , 47, 187, 453, 172, 875
0.105, 12.2647,  2.933214    , 31, 125, 1094, 250, 1500
0.105, 12.5265,  2.933214    , 94, 453, 469, 266, 1282
0.105, 12.7754,  2.933216    , 46, 454, 453, 282, 1250
0.105, 13.2755,  2.933215    , 62, 360, 453, 235, 1125
0.105, 13.5265,  2.933215    , 140, 328, 453, 110, 1031
0.105, 13.7574,  2.933217    , 31, 297, 453, 234, 1031
0.105, 14.0173,  2.933219    , 62, 203, 1094, 219, 1578
0.105, 14.2861,  2.933218    , 78, 922, 453, 297, 1750
0.105, 14.5225,  2.933219    , 47, 313, 469, 250, 1079
0.105, 14.7759,  2.933221    , 32, 531, 453, 234, 1266
0.105, 15.0113,  2.933223    , 31, 344, 1093, 235, 1703
0.105, 15.2670,  2.933221    , 32, 453, 468, 219, 1172
0.105, 15.5206,  2.933223    , 63, 562, 453, 219, 1313
0.105, 15.7652,  2.933224    , 32, 187, 453, 187, 875
0.105, 16.0134,  2.933227    , 62, 110, 453, 203, 828
0.105, 16.2622,  2.933228    , 31, 78, 454, 203, 766
0.105, 16.5183,  2.933230    , 78, 360, 1094, 265, 1797
0.105, 16.7777,  2.933233    , 93, 438, 453, 250, 1250
0.105, 17.0295,  2.933232    , 63, 375, 1094, 250, 1782
0.105, 17.2663,  2.933237    , 32, 328, 1094, 250, 1704
