Field(Oe), Temperature(K), Resisitivity(Ohm), Capacitance(pF), Loss(nS), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
43975.391, 285.0011, 57.1661110,  4.241533    ,  0.00080     , 79, 406, 1281, 203, 1969
43432.133, 284.9998, 57.1659966,  4.241568    ,  0.00086     , 63, 234, 1282, 343, 1922
42933.160, 284.9996, 57.1656570,  4.241607    ,  0.00069     , 62, 375, 1422, 250, 2125
42546.340, 285.0000, 57.1661110,  4.241587    ,  0.00079     , 31, 78, 1282, 218, 1609
42045.660, 284.9997, 57.1657715,  4.241628    ,  0.00077     , 31, 94, 1281, 203, 1609
41569.875, 285.0035, 57.1681633,  4.241631    ,  0.00079     , 47, 313, 1281, 219, 1860
41062.164, 285.0023, 57.1678238,  4.24165     ,  0.00081     , 32, 78, 1281, 344, 1735
40563.953, 284.9993, 57.1682777,  4.24166     ,  0.00069     , 31, 313, 1281, 235, 1860
40174.852, 284.9991, 57.1679382,  4.241669    ,  0.00067     , 31, 78, 1281, 313, 1703
39676.262, 284.9988, 57.1689568,  4.241682    ,  0.00072     , 31, 78, 1328, 360, 1797
39155.055, 284.9999, 57.1677132,  4.241700    ,  0.00081     , 47, 235, -58719, 312, -58125
38654.371, 284.9989, 57.1691856,  4.24171     ,  0.00082     , 32, 312, 1281, 250, 1875
38267.172, 285.0009, 57.1688423,  4.24171     ,  0.00074     , 47, 109, 1281, 297, 1734
37768.012, 284.9995, 57.1690712,  4.24174     ,  0.00082     , 63, 344, 1281, 219, 1907
37245.848, 285.0011, 57.1687317,  4.24175     ,  0.00086     , 32, 93, 1282, 296, 1703
36762.465, 284.9997, 57.1696358,  4.24174     ,  0.00071     , 31, 406, 1282, 218, 1937
36219.387, 285.0022, 57.1695251,  4.24178     ,  0.00095     , 47, 359, 1281, 297, 1984
35830.289, 285.0009, 57.1698647,  4.24179     ,  0.00082     , 31, 422, 1422, 344, 2234
35286.078, 285.0023, 57.1702042,  4.24181     ,  0.00083     , 31, 187, 1282, 265, 1765
34919.406, 285.0002, 57.1699753,  4.24181     ,  0.00076     , 62, 109, 1282, 297, 1750
34421.383, 285.0024, 57.1706543,  4.24183     ,  0.00081     , 47, 63, 1281, 281, 1672
33921.082, 285.0022, 57.1709633,  4.24183     ,  0.00083     , 31, 94, 1281, 297, 1703
33348.738, 285.0034, 57.1717529,  4.24183     ,  0.00082     , 47, 188, 1281, 281, 1797
32872.004, 285.0004, 57.1715279,  4.24185     ,  0.00077     , 31, 63, 1281, 281, 1656
32513.313, 284.9996, 57.1727753,  4.24186     ,  0.00084     , 47, 78, 1282, 265, 1672
32036.012, 284.9985, 57.1731148,  4.24184     ,  0.00081     , 47, 203, 1282, 234, 1766
31529.430, 284.9995, 57.1736794,  4.24184     ,  0.00077     , 31, 79, 1281, 297, 1688
30033.076, 284.9983, 57.1732254,  4.24187     ,  0.00085     , 31, 172, 1281, 235, 1719
29553.109, 285.0005, 57.1735649,  4.24190     ,  0.00076     , 31, 94, 1281, 281, 1687
29055.084, 284.9992, 57.1743584,  4.24190     ,  0.00076     , 47, 359, 1281, 250, 1953
28666.164, 285.0006, 57.1735649,  4.24188     ,  0.00088     , 93, 94, 1281, 282, 1750
28167.188, 285.0016, 57.1726608,  4.24190     ,  0.00088     , 47, 360, 1281, 359, 2047
27638.551, 284.9985, 57.1743584,  4.24192     ,  0.00078     , 31, 313, 1281, 281, 1906
27257.430, 284.9991, 57.1739082,  4.24191     ,  0.00077     , 46, 110, 1281, 266, 1703
26780.889, 284.9923, 57.1706696,  4.24194     ,  0.00088     , 31, 297, 1281, 281, 1890
26252.646, 284.9969, 57.1714592,  4.24194     ,  0.00085     , 31, 406, 1282, 218, 1937
25730.486, 284.9986, 57.1708946,  4.24196     ,  0.00079     , 32, 406, 1281, 219, 1938
25341.002, 285.0011, 57.1714592,  4.24193     ,  0.00075     , 79, 109, 1281, 297, 1766
24842.604, 285.0024, 57.1702156,  4.24195     ,  0.00079     , 62, 125, 1281, 297, 1765
24343.822, 285.0027, 57.1719131,  4.24193     ,  0.00078     , 31, 407, 1281, 219, 1938
23822.805, 285.0032, 57.1711197,  4.24194     ,  0.00086     , 31, 78, 1328, 250, 1687
23316.039, 285.0023, 57.1725922,  4.24197     ,  0.00086     , 62, 360, 1281, 297, 2000
22794.641, 285.0015, 57.1712341,  4.24195     ,  0.00082     , 32, 390, 1282, 218, 1922
22405.918, 285.0016, 57.1720276,  4.24196     ,  0.00078     , 110, 78, 1328, 281, 1797
21907.137, 284.9991, 57.1712341,  4.24198     ,  0.00078     , 32, 281, 1281, 281, 1875
21386.307, 284.9990, 57.1723671,  4.24199     ,  0.00083     , 31, 422, 1281, 297, 2031
21017.734, 284.9972, 57.1717987,  4.24199     ,  0.00072     , 47, 125, 1281, 281, 1734
20519.906, 284.9992, 57.1725922,  4.24200     ,  0.00086     , 32, 62, 1281, 328, 1703
20042.416, 284.9982, 57.1736107,  4.24199     ,  0.00082     , 31, 78, 1281, 297, 1687
19541.730, 284.9904, 57.1724815,  4.24203     ,  0.00076     , 32, 234, 1281, 235, 1782
19042.570, 284.9944, 57.1761131,  4.24200     ,  0.00080     , 31, 203, 1282, 390, 1906
18558.049, 284.9973, 57.1763382,  4.24203     ,  0.00086     , 31, 78, 1281, 266, 1656
18058.318, 284.9996, 57.1773605,  4.24201     ,  0.00080     , 31, 78, 1282, 296, 1687
17580.822, 285.0008, 57.1775856,  4.24202     ,  0.00071     , 47, 78, 1282, 281, 1688
17080.900, 285.0042, 57.1772461,  4.24202     ,  0.00075     , 31, 157, -58719, 234, -58297
16603.408, 285.0028, 57.1784897,  4.24204     ,  0.00082     , 31, 63, 1281, 281, 1656
16102.539, 285.0014, 57.1775856,  4.24201     ,  0.00069     , 31, 78, 1282, 265, 1656
15625.996, 284.9995, 57.1769066,  4.24203     ,  0.00074     , 31, 79, 1421, 282, 1813
15257.803, 284.9979, 57.1792831,  4.24206     ,  0.00083     , 79, 359, 1281, 313, 2032
14735.828, 285.0001, 57.1777000,  4.24206     ,  0.00083     , 78, 78, 1281, 219, 1656
14257.768, 284.9950, 57.1778107,  4.24207     ,  0.00076     , 63, 109, 1281, 235, 1688
13772.288, 284.9978, 57.1770210,  4.24208     ,  0.00073     , 47, 109, 1282, 250, 1688
12294.113, 285.0078, 57.1787186,  4.24209     ,  0.00076     , 31, 391, 1281, 203, 1906
10920.523, 284.9977, 57.1791878,  4.24209     ,  0.00074     , 31, 234, 1282, 234, 1781
10441.303, 284.9956, 57.1812248,  4.24210     ,  0.00069     , 46, 125, 1282, 297, 1750
9914.421, 284.9955, 57.1802063,  4.24213     ,  0.00074     , 31, 172, 1281, 219, 1703
9427.247, 284.9930, 57.1802063,  4.24211     ,  0.00073     , 31, 172, 1328, 266, 1797
8925.343, 284.9932, 57.1816788,  4.24210     ,  0.00085     , 62, 360, 1281, 281, 1984
8541.256, 284.9962, 57.1798668,  4.24211     ,  0.00074     , 47, 172, 1281, 266, 1766
8031.329, 284.9954, 57.1808853,  4.24214     ,  0.00078     , 62, 422, 1282, 281, 2047
7528.477, 284.9954, 57.1800919,  4.24211     ,  0.00077     , 31, 62, 1282, 297, 1672
7025.035, 284.9972, 57.1805458,  4.24213     ,  0.00074     , 31, 94, 1281, 281, 1687
6543.223, 284.9974, 57.1814537,  4.24212     ,  0.00063     , 62, 78, 1282, 265, 1687
6194.530, 284.9978, 57.1820183,  4.24210     ,  0.00069     , 47, 156, 1282, 234, 1719
5689.716, 284.9967, 57.1812248,  4.24213     ,  0.00067     , 93, 360, 1281, 313, 2047
5161.467, 284.9975, 57.1802063,  4.24214     ,  0.00082     , 32, 406, 1281, 297, 2016
4632.418, 284.9990, 57.1823578,  4.24213     ,  0.00076     , 31, 187, 1282, 281, 1781
4259.410, 284.9993, 57.1757698,  4.24216     ,  0.00068     , 63, 218, 1282, 218, 1781
3751.092, 284.9972, 57.1769028,  4.24215     ,  0.00070     , 31, 63, 1281, 312, 1687
3241.491, 284.9967, 57.1766739,  4.24218     ,  0.00082     , 31, 62, 1282, 281, 1656
2745.532, 284.9983, 57.1774673,  4.24214     ,  0.00082     , 31, 78, 1281, 266, 1656
2255.292, 284.9961, 57.1781464,  4.24216     ,  0.00074     , 62, -59875, 1281, 297, -58235
1884.407, 284.9966, 57.1783752,  4.24216     ,  0.00077     , 31, 78, 1281, 297, 1687
1366.978, 284.9952, 57.1787148,  4.24218     ,  0.00071     , 31, 62, 1282, 296, 1671
861.246, 284.9960, 57.1776924,  4.24216     ,  0.00063     , 31, 406, 1344, 250, 2031
290.019, 284.9981, 57.1786003,  4.24217     ,  0.00063     , 62, 360, 1281, 203, 1906
-0.233, 284.9956, 57.1784859,  4.24221     ,  0.00081     , 47, 312, 1282, 250, 1891
39.552, 290.0000, 56.4944534,  4.24383     ,  0.00078     , 94, 203, 1281, 234, 1812
680.581, 289.9998, 56.4952469,  4.24380     ,  0.00073     , 32, 406, 1281, 219, 1938
1526.276, 290.0033, 56.4936600,  4.24385     ,  0.00063     , 31, 219, 1281, 329, 1860
1965.377, 290.0044, 56.4950218,  4.24381     ,  0.00073     , 31, 297, 1281, 266, 1875
2567.763, 290.0023, 56.4947929,  4.24379     ,  0.00061     , 31, 407, 1281, 281, 2000
3003.631, 290.0012, 56.4947929,  4.24378     ,  0.00067     , 31, 94, 1281, 297, 1703
3548.419, 289.9991, 56.4937744,  4.24379     ,  0.00069     , 47, 359, 1281, 297, 1984
3963.757, 289.9967, 56.4951324,  4.24380     ,  0.00067     , 47, 407, 1281, 219, 1954
4360.656, 289.9995, 56.4952469,  4.24378     ,  0.00082     , 141, 63, 1281, 313, 1813
4878.261, 290.0016, 56.4939995,  4.24379     ,  0.00074     , 31, 297, 1281, 328, 1937
5402.332, 289.9985, 56.4960403,  4.24380     ,  0.00069     , 63, 312, 1281, 282, 1938
5789.156, 289.9981, 56.4947929,  4.24377     ,  0.00056     , 31, 79, 1281, 297, 1688
6259.428, 290.0005, 56.4952469,  4.24376     ,  0.00073     , 31, 407, 1422, 250, 2110
6816.945, 290.0030, 56.4945679,  4.24375     ,  0.00062     , 109, 328, 1281, 360, 2078
7361.544, 290.0046, 56.4975243,  4.24377     ,  0.00063     , 172, 188, 1281, 328, 1969
7715.484, 290.0011, 56.4974098,  4.24375     ,  0.00066     , 125, 63, 1281, 297, 1766
8184.806, 290.0028, 56.4966202,  4.24374     ,  0.00078     , 32, 203, 1281, 313, 1829
8677.317, 290.0018, 56.4961662,  4.24375     ,  0.00065     , 94, 359, 1282, 265, 2000
9199.293, 289.9951, 56.4976387,  4.24373     ,  0.00069     , 31, 203, 1282, 265, 1781
9691.043, 289.9958, 56.4968452,  4.24375     ,  0.00078     , 31, 422, 1281, 235, 1969
10076.726, 289.9985, 56.4960518,  4.24374     ,  0.00070     , 79, 109, 1281, 297, 1766
10569.809, 290.0000, 56.4966202,  4.24372     ,  0.00071     , 78, 359, 1282, 312, 2031
11083.417, 290.0021, 56.4975243,  4.24373     ,  0.00059     , 47, 359, 1281, 297, 1984
11597.595, 290.0045, 56.4963913,  4.24372     ,  0.00069     , 31, 406, 1282, 203, 1922
12140.860, 290.0057, 56.4961662,  4.24373     ,  0.00065     , 94, 375, 1281, 297, 2047
12525.021, 290.0052, 56.4958267,  4.24373     ,  0.00059     , 47, 78, 1281, 328, 1734
13018.481, 290.0044, 56.4974098,  4.24372     ,  0.00078     , 47, 359, 1282, 297, 1985
13534.002, 290.0038, 56.4971848,  4.24371     ,  0.00061     , 79, 359, 1281, 297, 2016
14049.135, 290.0033, 56.4952583,  4.24370     ,  0.00077     , 31, 531, 1282, 234, 2078
14454.395, 290.0009, 56.4997330,  4.24370     ,  0.00063     , 125, 406, 1281, 313, 2125
14971.613, 290.0017, 56.4997330,  4.24369     ,  0.00063     , 63, 359, 1282, 203, 1907
15493.967, 290.0009, 56.4989395,  4.24368     ,  0.00062     , 32, 218, 1422, 360, 2032
15871.287, 290.0014, 56.4995079,  4.24368     ,  0.00069     , 47, 313, 1281, 344, 1985
16393.830, 289.9997, 56.4992790,  4.24370     ,  0.00072     , 47, 359, 1297, 266, 1969
16909.529, 290.0107, 56.4973564,  4.24370     ,  0.00075     , 94, 93, 1329, 390, 1906
17273.350, 290.0066, 56.4986000,  4.24370     ,  0.00066     , 46, 360, 1281, 219, 1906
17790.568, 290.0068, 56.4983749,  4.24364     ,  0.00074     , 46, 63, 1281, 281, 1671
18284.410, 290.0039, 56.4973564,  4.24369     ,  0.00072     , 31, 422, 1281, 266, 2000
18798.973, 290.0009, 56.4984856,  4.24365     ,  0.00055     , 31, 407, 1281, 219, 1938
19184.842, 289.9995, 56.4998474,  4.24365     ,  0.00065     , 109, 94, 1281, 329, 1813
19678.490, 289.9976, 56.4990540,  4.24367     ,  0.00063     , 32, 312, 1281, 328, 1953
20202.363, 289.9995, 56.4988251,  4.24364     ,  0.00066     , 63, 297, 1281, 359, 2000
20740.301, 289.9995, 56.4998474,  4.24365     ,  0.00073     , 31, 281, 1281, 235, 1828
21255.811, 290.0005, 56.4989395,  4.24363     ,  0.00075     , 63, 359, 1328, 297, 2047
21641.873, 290.0017, 56.4960709,  4.24366     ,  0.00070     , 47, 140, -58719, 266, -58266
22135.904, 290.0030, 56.4964104,  4.24363     ,  0.00078     , 62, 360, 1281, 344, 2047
22659.014, 290.0031, 56.4974289,  4.24362     ,  0.00064     , 32, 62, 1281, 282, 1657
23153.611, 290.0049, 56.4965210,  4.24362     ,  0.00068     , 63, 359, 1282, 281, 1985
23531.502, 290.0036, 56.4975395,  4.24365     ,  0.00071     , 62, 141, 1422, 282, 1922
24034.463, 289.9953, 56.4951630,  4.24364     ,  0.00078     , 31, 313, 1281, 281, 1906
24572.594, 289.9996, 56.4960709,  4.24362     ,  0.00069     , 47, 265, 1282, 250, 1844
24936.414, 289.9991, 56.4962959,  4.24361     ,  0.00061     , 63, 93, 1282, 406, 1844
25452.682, 290.0017, 56.4968605,  4.24363     ,  0.00067     , 62, 250, 1282, 281, 1875
25948.805, 290.0052, 56.4961815,  4.24358     ,  0.00058     , 31, 78, 1281, 266, 1656
26443.783, 290.0046, 56.4965210,  4.24362     ,  0.00069     , 31, 407, 1281, 203, 1922
26967.275, 290.0049, 56.4974289,  4.24360     ,  0.00072     , 31, 422, 1281, 344, 2078
27366.830, 290.0037, 56.4952774,  4.24359     ,  0.00061     , 63, 359, 1281, 266, 1969
27869.982, 290.0043, 56.4964104,  4.24360     ,  0.00069     , 31, 62, 1282, 250, 1625
28343.104, 290.0044, 56.4973145,  4.24359     ,  0.00063     , 31, 78, 1281, 297, 1687
28838.461, 290.0032, 56.4928513,  4.24356     ,  0.00059     , 63, 109, -58719, 407, -58140
29356.631, 290.0026, 56.4944382,  4.24359     ,  0.00076     , 31, 281, 1282, 390, 1984
29719.121, 290.0031, 56.4928513,  4.24358     ,  0.00071     , 78, 407, 1281, 234, 2000
30235.961, 290.0019, 56.4927406,  4.24359     ,  0.00071     , 46, 250, 1282, 281, 1859
30754.127, 290.0023, 56.4921722,  4.24354     ,  0.00069     , 32, 406, 1281, 313, 2032
31278.000, 290.0038, 56.4942131,  4.24353     ,  0.00057     , 31, 172, 1281, 235, 1719
31751.117, 290.0032, 56.4931946,  4.24356     ,  0.00069     , 47, 78, 1281, 281, 1687
32245.719, 290.0048, 56.4933052,  4.24354     ,  0.00062     , 31, 63, 1281, 328, 1703
32588.629, 290.0023, 56.4930801,  4.24351     ,  0.00064     , 78, 94, 1281, 297, 1750
33083.609, 290.0021, 56.4914932,  4.24351     ,  0.00064     , 62, 391, 1281, 297, 2031
33600.066, 290.0037, 56.4916077,  4.24351     ,  0.00066     , 32, 78, 1281, 266, 1657
34073.375, 290.0040, 56.4922867,  4.24351     ,  0.00068     , 31, 63, 1281, 297, 1672
34568.352, 290.0021, 56.4929657,  4.24351     ,  0.00077     , 63, 406, 1281, 282, 2032
35092.414, 290.0005, 56.4929657,  4.24349     ,  0.00059     , 109, 407, 1281, 250, 2047
35471.254, 290.0030, 56.4930801,  4.24350     ,  0.00074     , 31, 125, 1281, 266, 1703
35945.324, 290.0035, 56.4906998,  4.24349     ,  0.00084     , 31, 62, 1282, 250, 1625
36447.145, 290.0022, 56.4942818,  4.24350     ,  0.00076     , 109, 125, 1281, 219, 1750
36920.074, 290.0015, 56.4945068,  4.24347     ,  0.00064     , 31, 78, 1281, 344, 1734
37415.813, 290.0019, 56.4939423,  4.24348     ,  0.00076     , 31, 187, 1282, 296, 1796
37910.980, 290.0057, 56.4934845,  4.24350     ,  0.00063     , 32, 62, 1281, 282, 1657
38384.098, 290.0050, 56.4930305,  4.24346     ,  0.00066     , 32, 62, 1281, 297, 1672
38878.695, 290.0081, 56.4929161,  4.24346     ,  0.00061     , 31, 188, 1281, 281, 1781
39359.988, 290.0071, 56.4934845,  4.24345     ,  0.00069     , 47, 78, 1281, 281, 1687
39833.297, 290.0055, 56.4928055,  4.24346     ,  0.00063     , 31, 63, 1281, 328, 1703
40328.656, 290.0022, 56.4931450,  4.24343     ,  0.00057     , 31, 79, 1281, 312, 1703
40801.016, 289.9997, 56.4928055,  4.24344     ,  0.00067     , 31, 422, 1281, 219, 1953
41318.043, 289.9995, 56.4939423,  4.24341     ,  0.00075     , 31, 78, 1281, 250, 1640
41813.207, 289.9998, 56.4923515,  4.24340     ,  0.00059     , 31, 78, 1281, 266, 1656
42154.410, 289.9983, 56.4922371,  4.24342     ,  0.00059     , 32, 172, 1281, 312, 1797
42649.578, 290.0011, 56.4940529,  4.24338     ,  0.00067     , 47, 312, 1281, 281, 1937
43166.035, 290.0034, 56.4924660,  4.24337     ,  0.00063     , 31, 406, 1422, 250, 2109
43712.148, 290.0021, 56.4967003,  4.24337     ,  0.00065     , 47, 360, 1281, 312, 2000
44097.445, 290.0033, 56.4955673,  4.24338     ,  0.00073     , 47, 78, 1281, 234, 1640
44569.617, 290.0031, 56.4946594,  4.24335     ,  0.00069     , 47, 78, 1282, 328, 1735
45064.781, 290.0041, 56.4953423,  4.24334     ,  0.00072     , 47, 359, 1282, 218, 1906
45580.859, 290.0039, 56.4943199,  4.24335     ,  0.00078     , 32, 62, 1281, 219, 1594
46076.031, 289.9976, 56.4946594,  4.24334     ,  0.00067     , 32, 187, 1281, 281, 1797
46598.949, 290.0000, 56.4944344,  4.24331     ,  0.00059     , 63, 297, 1281, 328, 1969
46975.695, 289.9997, 56.4948883,  4.24330     ,  0.00055     , 110, 375, 1281, 234, 2016
47500.516, 290.0010, 56.4940948,  4.24330     ,  0.00059     , 32, 312, 1281, 219, 1844
47994.922, 290.0044, 56.4935303,  4.24326     ,  0.00072     , 31, 78, 1281, 281, 1671
48489.898, 290.0055, 56.4951134,  4.24327     ,  0.00070     , 32, 62, 1281, 266, 1641
48961.500, 290.0027, 56.4936409,  4.24331     ,  0.00070     , 32, 62, 1281, 235, 1610
49434.426, 290.0020, 56.4950027,  4.24325     ,  0.00072     , 31, 94, 1281, 297, 1703
49927.887, 290.0053, 56.4944344,  4.24324     ,  0.00072     , 31, 390, 1282, 266, 1984
50313.758, 290.0042, 56.4945488,  4.24324     ,  0.00078     , 47, 125, 1281, 282, 1735
50808.543, 290.0019, 56.4952507,  4.24323     ,  0.00078     , 31, 172, 1281, 329, 1813
51308.844, 289.9997, 56.4936638,  4.24319     ,  0.00072     , 31, 313, 1281, 219, 1844
51935.738, 290.0015, 56.4933243,  4.24318     ,  0.00070     , 79, 109, 1281, 250, 1719
52299.180, 290.0007, 56.4920807,  4.24318     ,  0.00072     , 79, 250, 1281, 328, 1938
52683.148, 290.0000, 56.4935532,  4.24316     ,  0.00062     , 47, 141, 1281, 313, 1782
53199.035, 289.9989, 56.4934387,  4.24314     ,  0.00073     , 31, 94, 1281, 328, 1734
53670.633, 290.0007, 56.4925308,  4.24311     ,  0.00065     , 47, 360, 1328, 281, 2016
54208.762, 289.9985, 56.4929848,  4.24310     ,  0.00078     , 31, 391, 1281, 219, 1922
54710.391, 290.0021, 56.4919662,  4.24308     ,  0.00065     , 78, 110, 1281, 328, 1797
55204.984, 290.0015, 56.4925308,  4.243050    ,  0.00078     , 94, 312, 1282, 297, 2000
55588.957, 290.0038, 56.4929848,  4.243073    ,  0.00084     , 110, 62, 1282, 328, 1782
56082.793, 290.0033, 56.4924202,  4.243031    ,  0.00072     , 31, 406, 1282, 297, 2016
56599.820, 290.0027, 56.4914017,  4.243024    ,  0.00076     , 32, 422, 1281, 265, 2000
57114.379, 290.0052, 56.4925308,  4.243009    ,  0.00078     , 32, 62, 1281, 282, 1657
57586.543, 290.0018, 56.4911728,  4.242961    ,  0.00074     , 31, 406, 1281, 188, 1906
57972.414, 290.0023, 56.4920807,  4.242953    ,  0.00076     , 47, 250, -58719, 188, -58218
58466.250, 290.0038, 56.4889145,  4.242945    ,  0.00078     , 31, 281, 1282, 218, 1812
58965.793, 290.0003, 56.4898224,  4.242926    ,  0.00066     , 78, 109, 1282, 250, 1719
59438.531, 289.9995, 56.4889145,  4.24290     ,  0.00061     , 94, 125, 1281, 250, 1750
60920.418, 290.0019, 56.4872169,  4.242849    ,  0.00067     , 47, 422, 1281, 281, 2031
61415.016, 290.0000, 56.4874420,  4.242799    ,  0.00061     , 31, 94, 1281, 219, 1625
61915.512, 290.0029, 56.4878960,  4.24277     ,  0.00050     , 62, 125, 1282, 297, 1766
62410.105, 290.0020, 56.4877815,  4.242757    ,  0.00057     , 94, 359, 1281, 297, 2031
62765.563, 290.0012, 56.4894829,  4.242705    ,  0.00061     , 63, 141, 1281, 281, 1766
63266.434, 290.0028, 56.4881210,  4.242681    ,  0.00070     , 31, 94, 1281, 234, 1640
63737.652, 290.0018, 56.4876709,  4.242688    ,  0.00075     , 32, 78, 1281, 234, 1625
64231.297, 290.0017, 56.4876709,  4.242620    ,  0.00055     , 31, 422, 1281, 281, 2015
64746.992, 290.0003, 56.4872169,  4.242619    ,  0.00076     , 31, 94, 1281, 313, 1719
65218.594, 290.0032, 56.4881210,  4.24256     ,  0.00068     , 47, 78, -58719, 234, -58360
65689.047, 290.0006, 56.4879646,  4.24256     ,  0.00071     , 31, 188, 1281, 266, 1766
66191.820, 290.0013, 56.4881935,  4.24250     ,  0.00077     , 32, 78, 1281, 250, 1641
66661.703, 290.0024, 56.4888763,  4.24244     ,  0.00069     , 31, 203, 1281, 204, 1719
67156.305, 290.0019, 56.4891014,  4.24242     ,  0.00065     , 31, 172, 1282, 296, 1781
67650.711, 290.0022, 56.4872856,  4.24236     ,  0.00067     , 31, 406, 1282, 203, 1922
68035.633, 290.0021, 56.4878540,  4.24234     ,  0.00071     , 109, 234, 1282, 281, 1906
68529.461, 290.0028, 56.4879646,  4.24228     ,  0.00072     , 31, 391, 1281, 203, 1906
69044.594, 290.0014, 56.4876251,  4.24228     ,  0.00068     , 32, 93, 1282, 281, 1688
69545.656, 290.0030, 56.4874001,  4.24219     ,  0.00078     , 32, 406, 1281, 297, 2016
69922.781, 289.9998, 56.4867210,  4.24216     ,  0.00073     , 109, 438, 1281, 266, 2094
70446.453, 290.0018, 56.4869461,  4.24210     ,  0.00081     , 31, 63, 1281, 297, 1672
70939.914, 290.0005, 56.4875145,  4.24202     ,  0.00067     , 47, 359, 1281, 297, 1984
71454.094, 290.0023, 56.4868355,  4.24197     ,  0.00069     , 31, 329, 1281, 234, 1875
71968.648, 290.0031, 56.4864960,  4.24189     ,  0.00077     , 31, 78, 1282, 265, 1656
72309.469, 290.0007, 56.4858131,  4.24183     ,  0.00080     , 63, 109, 1282, 312, 1766
