Field(Oe), Temperature(K), Resisitivity(Ohm), Capacitance(pF), Loss(nS), 1stHoldoff, GETDAT, CapMeas, 2ndHoldoff, Overall
83936.875, 290.0020, 56.4866982,  4.23752     ,  0.00086     , 47, 125, 1265, 235, 1672
84408.094, 290.0035, 56.4856796,  4.23717     ,  0.00086     , 31, 94, 1281, 297, 1703
84900.602, 290.0056, 56.4850006,  4.23673     ,  0.00083     , 32, 93, 1282, 296, 1703
85235.523, 290.0045, 56.4857941,  4.23645     ,  0.00078     , 94, 109, 1266, 312, 1781
85705.797, 290.0038, 56.4855652,  4.23604     ,  0.00079     , 32, 62, 1250, 250, 1594
86334.586, 290.0037, 56.4854546,  4.23538     ,  0.00079     , 31, 406, 1422, 250, 2109
86719.320, 290.0022, 56.4835281,  4.23504     ,  0.00073     , 31, 406, 1282, 203, 1922
87257.445, 290.0007, 56.4839821,  4.23451     ,  0.00069     , 63, 421, 1282, 281, 2047
87778.086, 289.9981, 56.4809875,  4.23403     ,  0.00078     , 63, 125, 1265, 360, 1813
88133.922, 290.0006, 56.4795151,  4.23369     ,  0.00078     , 78, 125, 1266, 297, 1766
88604.758, 290.0001, 56.4791756,  4.23324     ,  0.00091     , 46, 172, 1235, 313, 1781
89075.797, 290.0013, 56.4805336,  4.23280     ,  0.00086     , 31, 172, 1234, 250, 1703
89999.461, 290.0012, 56.4780426,  4.23220     ,  0.00084     , 156, 141, 1234, 219, 1750
89957.344, 289.9995, 56.4771347,  4.23246     ,  0.00080     , 125, 407, 1250, 250, 2032
89390.750, 290.0000, 56.4780426,  4.23288     ,  0.00080     , 63, 109, 1250, 250, 1672
88905.648, 290.0037, 56.4778137,  4.23332     ,  0.00082     , 47, 281, 1266, 234, 1828
88403.445, 290.0043, 56.4767952,  4.23376     ,  0.00070     , 47, 125, 1234, 187, 1609
87924.055, 290.0019, 56.4775887,  4.23422     ,  0.00085     , 31, 204, 1250, 218, 1703
87446.180, 290.0039, 56.4792862,  4.23465     ,  0.00082     , 31, 312, 1250, 219, 1812
87077.609, 290.0029, 56.4769096,  4.23496     ,  0.00078     , 47, 203, 1250, 234, 1734
86578.828, 290.0041, 56.4775887,  4.23542     ,  0.00078     , 31, 281, 1250, 219, 1781
86078.719, 290.0043, 56.4773636,  4.23583     ,  0.00076     , 32, 156, 1250, 250, 1688
85601.227, 290.0019, 56.4771347,  4.23624     ,  0.00093     , 31, 79, 1250, 281, 1641
85115.750, 290.0030, 56.4781532,  4.23666     ,  0.00075     , 31, 62, 1250, 250, 1593
84639.211, 290.0015, 56.4752121,  4.23703     ,  0.00074     , 31, 157, 1250, 203, 1641
84139.477, 290.0000, 56.4756622,  4.23740     ,  0.00080     , 31, 125, 1250, 266, 1672
83661.602, 290.0002, 56.4758911,  4.23778     ,  0.00076     , 31, 78, 1235, 281, 1640
83160.734, 290.0002, 56.4771347,  4.23811     ,  0.00086     , 31, 78, 1250, 328, 1687
82662.906, 290.0016, 56.4767952,  4.23848     ,  0.00078     , 62, 344, 1250, 219, 1875
82294.141, 290.0016, 56.4754372,  4.23869     ,  0.00081     , 31, 234, 1250, -59781, -58266
81816.648, 290.0032, 56.4770241,  4.23898     ,  0.00084     , 31, 156, 1250, 266, 1703
81317.305, 290.0015, 56.4757080,  4.23927     ,  0.00082     , 31, 188, 1250, 203, 1672
80816.047, 289.9996, 56.4750290,  4.23950     ,  0.00079     , 32, 172, 1234, 218, 1672
80332.094, 290.0041, 56.4736710,  4.23973     ,  0.00065     , 31, 281, 1250, 235, 1797
79833.313, 290.0008, 56.4733315,  4.23996     ,  0.00073     , 31, 94, 1250, 250, 1625
79333.773, 290.0051, 56.4732170,  4.24016     ,  0.00073     , 31, 297, 1234, 297, 1875
78834.047, 290.0025, 56.4721985,  4.24033     ,  0.00069     , 47, 313, 1250, 250, 1860
78466.805, 290.0059, 56.4729919,  4.24048     ,  0.00081     , 31, 172, 1297, 313, 1813
77944.070, 290.0016, 56.4742355,  4.24063     ,  0.00077     , 47, 312, 1250, 219, 1828
77444.727, 290.0005, 56.4733315,  4.24078     ,  0.00077     , 62, 125, 1250, 328, 1765
76943.469, 289.9979, 56.4741211,  4.24091     ,  0.00081     , 31, 78, 1250, 329, 1688
76459.328, 289.9987, 56.4734421,  4.24107     ,  0.00081     , 47, 360, 1250, 203, 1860
75936.406, 289.9991, 56.4735565,  4.24120     ,  0.00067     , 47, 125, 1250, 157, 1579
75524.500, 290.0005, 56.4732170,  4.24127     ,  0.00083     , 31, 407, 1250, 265, 1953
75003.289, 290.0006, 56.4734421,  4.24141     ,  0.00062     , 31, 94, 1234, 328, 1703
74526.367, 290.0016, 56.4726524,  4.24146     ,  0.00074     , 63, 78, 1250, 234, 1625
74049.445, 290.0023, 56.4790039,  4.24155     ,  0.00073     , 32, 281, 1266, 250, 1829
72681.609, 290.0018, 56.4790039,  4.24177     ,  0.00081     , 62, 109, 1250, 250, 1671
71198.766, 289.9920, 56.4785500,  4.24195     ,  0.00057     , 63, 359, 1266, 203, 1891
70796.172, 289.9973, 56.4792290,  4.24197     ,  0.00086     , 78, 234, 1266, 359, 1937
70289.406, 290.0021, 56.4799118,  4.24204     ,  0.00064     , 47, 360, 1265, 328, 2000
69769.523, 290.0044, 56.4790039,  4.24206     ,  0.00086     , 31, 78, 1250, 266, 1625
69290.891, 290.0045, 56.4796829,  4.24211     ,  0.00075     , 47, 125, 1266, 312, 1750
68791.742, 290.0062, 56.4774170,  4.24217     ,  0.00072     , 31, 94, 1281, 234, 1640
68315.008, 290.0056, 56.4800224,  4.24224     ,  0.00067     , 63, 406, 1281, 235, 1985
67926.477, 290.0090, 56.4794579,  4.24227     ,  0.00061     , 31, 172, 1281, 297, 1781
67426.938, 290.0028, 56.4788895,  4.24230     ,  0.00075     , 32, 78, 1281, 328, 1719
66949.445, 290.0017, 56.4782104,  4.24233     ,  0.00068     , 47, 188, 1281, 297, 1813
66442.875, 289.9984, 56.4782104,  4.24236     ,  0.00064     , 31, 79, 1265, 297, 1672
64968.207, 289.9990, 56.4791183,  4.24245     ,  0.00059     , 47, 297, 1281, 282, 1907
63580.023, 290.0035, 56.4792290,  4.24253     ,  0.00069     , 125, 359, 1282, 203, 1969
63080.867, 290.0015, 56.4804764,  4.24257     ,  0.00065     , 47, 109, 1281, 329, 1766
62574.105, 290.0013, 56.4790039,  4.24257     ,  0.00073     , 31, 422, 1282, 312, 2047
62193.371, 290.0005, 56.4788895,  4.24257     ,  0.00069     , 62, 110, 1281, 250, 1703
61715.688, 290.0019, 56.4783249,  4.24261     ,  0.00072     , 47, 109, 1281, 282, 1719
60232.277, 289.9992, 56.4793434,  4.24266     ,  0.00063     , 78, 219, -58719, 282, -58140
59733.309, 289.9994, 56.4787788,  4.24266     ,  0.00075     , 31, 78, 1266, 250, 1625
59256.578, 289.9991, 56.4784164,  4.24267     ,  0.00076     , 31, 250, 1281, 235, 1797
58734.039, 289.9996, 56.4793205,  4.24274     ,  0.00076     , 31, 94, 1281, 281, 1687
58249.707, 290.0009, 56.4798851,  4.24273     ,  0.00069     , 47, 203, 1282, 312, 1844
57750.547, 290.0016, 56.4795456,  4.24272     ,  0.00059     , 47, 63, 1281, 203, 1594
57271.918, 290.0009, 56.4801140,  4.24276     ,  0.00064     , 31, 172, 1282, 234, 1719
56935.656, 290.0095, 56.4789810,  4.24277     ,  0.00071     , 93, 266, 1281, 328, 1968
56406.656, 290.0067, 56.4789810,  4.24278     ,  0.00064     , 32, 421, 1282, 234, 1969
55885.066, 290.0026, 56.4790955,  4.24279     ,  0.00065     , 31, 78, 1281, 266, 1656
55408.340, 289.9990, 56.4811325,  4.24279     ,  0.00059     , 31, 62, 1235, 360, 1703
54929.898, 289.9980, 56.4799995,  4.24277     ,  0.00067     , 31, 78, 1313, 312, 1734
54429.789, 289.9988, 56.4797745,  4.24280     ,  0.00072     , 63, 390, 1250, 281, 1984
54039.547, 289.9967, 56.4795456,  4.24283     ,  0.00069     , 63, 484, 1266, 281, 2094
53518.910, 289.9985, 56.4802284,  4.24280     ,  0.00061     , 31, 94, 1266, 343, 1734
53040.848, 289.9988, 56.4813576,  4.24283     ,  0.00069     , 32, 78, 1234, 312, 1672
52534.656, 289.9994, 56.4812469,  4.24284     ,  0.00057     , 62, 360, 1422, 297, 2141
52129.590, 290.0000, 56.4820175,  4.24286     ,  0.00071     , 47, 141, 1265, 297, 1750
51579.488, 289.9997, 56.4807701,  4.24286     ,  0.00078     , 31, 328, 1282, 219, 1875
51079.188, 290.0012, 56.4822426,  4.24288     ,  0.00079     , 31, 94, 1281, 313, 1719
50579.836, 290.0004, 56.4817886,  4.24290     ,  0.00076     , 63, 156, 1281, 313, 1813
50234.836, 290.0010, 56.4823570,  4.24287     ,  0.00078     , 47, 141, 1281, 328, 1797
49735.297, 290.0070, 56.4809952,  4.24288     ,  0.00078     , 62, 172, 1281, 266, 1781
49235.758, 290.0044, 56.4830360,  4.24291     ,  0.00064     , 31, 406, 1281, 328, 2046
48714.738, 290.0031, 56.4816742,  4.24288     ,  0.00076     , 62, 360, 1281, 219, 1922
48303.207, 290.0016, 56.4830360,  4.24292     ,  0.00068     , 47, 187, 1281, 282, 1797
47803.285, 289.9979, 56.4813347,  4.24292     ,  0.00072     , 188, 328, 1281, 297, 2094
47296.332, 289.9960, 56.4825821,  4.24292     ,  0.00070     , 94, 391, 1281, 250, 2016
46775.313, 289.9951, 56.4805450,  4.24297     ,  0.00069     , 31, 63, 1281, 406, 1781
46274.254, 289.9983, 56.4826965,  4.24291     ,  0.00074     , 31, 78, 1282, 281, 1672
45797.523, 289.9986, 56.4821281,  4.24295     ,  0.00069     , 47, 62, 1329, 296, 1734
45451.191, 290.0002, 56.4824677,  4.24296     ,  0.00067     , -59906, 78, 1281, 250, -58297
44952.031, 290.0017, 56.4824677,  4.24294     ,  0.00073     , 31, 422, 1281, 329, 2063
44430.254, 290.0009, 56.4811859,  4.24293     ,  0.00074     , 31, 156, 1282, 218, 1687
43931.855, 290.0025, 56.4820938,  4.24296     ,  0.00096     , 31, 172, 1266, 187, 1656
43445.238, 289.9986, 56.4808464,  4.24298     ,  0.00065     , 63, 250, 1281, 266, 1860
42946.652, 289.9999, 56.4813004,  4.24298     ,  0.00063     , 46, 63, 1281, 266, 1656
42445.207, 289.9991, 56.4817543,  4.24298     ,  0.00077     , 47, 406, 1281, 297, 2031
42079.676, 289.9926, 56.4817543,  4.24299     ,  0.00074     , 47, 312, 1281, 282, 1922
41556.758, 289.9973, 56.4814148,  4.24300     ,  0.00072     , 31, 94, 1281, 297, 1703
41078.887, 289.9991, 56.4824333,  4.24299     ,  0.00071     , 78, 406, 1250, 234, 1968
40556.727, 290.0015, 56.4810753,  4.24301     ,  0.00074     , 31, 156, 1281, 297, 1765
40056.230, 290.0020, 56.4817543,  4.24298     ,  0.00078     , 31, 63, 1265, 344, 1703
39711.422, 290.0041, 56.4815254,  4.24300     ,  0.00069     , 78, 93, 1266, 266, 1703
39209.980, 290.0024, 56.4814148,  4.24300     ,  0.00070     , 47, 375, 1265, 313, 2000
38688.770, 290.0043, 56.4828873,  4.24301     ,  0.00072     , 32, 93, 1266, 297, 1688
38202.727, 289.9999, 56.4833412,  4.24303     ,  0.00078     , 31, 94, -58719, 235, -58359
37725.426, 290.0002, 56.4828873,  4.24300     ,  0.00069     , 31, 391, 1281, 219, 1922
37203.453, 290.0001, 56.4827728,  4.24299     ,  0.00077     , 31, 281, 1282, 203, 1797
36704.289, 289.9987, 56.4833412,  4.24299     ,  0.00078     , 78, 109, 1266, 266, 1719
36358.531, 289.9966, 56.4828873,  4.24302     ,  0.00067     , 32, 187, 1266, 250, 1735
34879.102, 290.0074, 56.4850426,  4.24302     ,  0.00078     , 63, 219, 1265, 250, 1797
34379.750, 290.0058, 56.4834557,  4.24305     ,  0.00077     , 62, 141, 1281, 235, 1719
32894.621, 289.9945, 56.4825478,  4.24304     ,  0.00073     , 31, 328, 1281, 219, 1859
32395.072, 289.9948, 56.4856071,  4.24301     ,  0.00077     , 109, 94, 1281, 297, 1781
31895.152, 289.9953, 56.4837952,  4.24307     ,  0.00081     , 62, 406, 1282, 281, 2031
31505.285, 289.9927, 56.4837952,  4.24302     ,  0.00084     , 63, 125, 1328, 266, 1782
31004.602, 289.9940, 56.4842491,  4.24304     ,  0.00075     , 62, 375, 1281, -59687, -57969
30483.953, 289.9963, 56.4848137,  4.24306     ,  0.00083     , 32, 62, 1281, 282, 1657
29997.332, 289.9940, 56.4844170,  4.24305     ,  0.00073     , 31, 78, 1281, 266, 1656
29518.318, 289.9952, 56.4841919,  4.24304     ,  0.00069     , 32, 203, 1265, 219, 1719
28174.779, 289.9977, 56.4877014,  4.24303     ,  0.00078     , 78, 157, 1281, 265, 1781
27673.521, 289.9949, 56.4855499,  4.24306     ,  0.00081     , 47, 125, 1282, 281, 1735
27196.598, 289.9903, 56.4856644,  4.24305     ,  0.00067     , 47, 234, 1282, 312, 1875
26696.867, 289.9937, 56.4863434,  4.24306     ,  0.00079     , 31, 125, 1266, 250, 1672
26217.285, 289.9924, 56.4864540,  4.24305     ,  0.00076     , 63, 109, 1282, 218, 1672
25718.125, 289.9944, 56.4862289,  4.24307     ,  0.00086     , 31, 78, 1281, 313, 1703
25241.020, 289.9951, 56.4867935,  4.24305     ,  0.00077     , 32, 93, 1282, 265, 1672
24755.539, 289.9956, 56.4871368,  4.24304     ,  0.00067     , 31, 63, 1281, 406, 1781
23418.111, 289.9928, 56.4870224,  4.24308     ,  0.00078     , 47, 312, 1329, 296, 1984
22888.348, 289.9936, 56.4863434,  4.24307     ,  0.00073     , 63, 406, 1281, 250, 2000
22366.375, 289.9947, 56.4844627,  4.24309     ,  0.00063     , 47, 187, 1281, 203, 1718
21865.695, 289.9940, 56.4843483,  4.24307     ,  0.00067     , 47, 437, 1281, 297, 2062
21476.213, 289.9953, 56.4834442,  4.24308     ,  0.00073     , 63, 109, 1281, 250, 1703
20977.244, 289.9934, 56.4861603,  4.24310     ,  0.00064     , 47, 172, 1281, 281, 1781
20498.041, 289.9930, 56.4850273,  4.24307     ,  0.00081     , 32, 78, 1281, 265, 1672
19999.258, 289.9962, 56.4857063,  4.24305     ,  0.00081     , 31, 172, 1281, 281, 1765
19513.785, 289.9926, 56.4858208,  4.24306     ,  0.00069     , 31, 63, 1281, 360, 1735
18012.504, 289.9945, 56.4863892,  4.24309     ,  0.00071     , 63, 234, 1281, 281, 1859
17666.736, 289.9943, 56.4863892,  4.24309     ,  0.00076     , 94, 125, 1281, 265, 1765
17099.715, 289.9931, 56.4858208,  4.24309     ,  0.00081     , 125, 218, 1282, 218, 1843
16598.650, 289.9942, 56.4859352,  4.24313     ,  0.00077     , 31, 172, 1281, 282, 1766
16231.411, 289.9951, 56.4864998,  4.24310     ,  0.00076     , 62, 125, -58719, 329, -58203
15753.348, 289.9946, 56.4861603,  4.24308     ,  0.00074     , 47, 484, 1282, 328, 2141
15208.374, 289.9952, 56.4899063,  4.24311     ,  0.00083     , 78, 406, 1282, 265, 2031
14701.422, 289.9940, 56.4905853,  4.24310     ,  0.00088     , 46, 204, 1281, 297, 1828
14340.069, 289.9949, 56.4895630,  4.24308     ,  0.00071     , 47, 125, 1281, 328, 1781
13839.385, 289.9926, 56.4913750,  4.24307     ,  0.00082     , 31, 157, 1281, 328, 1797
13330.460, 289.9940, 56.4902458,  4.24310     ,  0.00084     , 31, 62, 1282, 234, 1609
12850.491, 289.9944, 56.4901314,  4.24312     ,  0.00063     , 31, 63, 1281, 297, 1672
12349.044, 289.9873, 56.4905853,  4.24309     ,  0.00081     , 31, 172, 1282, 281, 1766
11847.790, 289.9903, 56.4911499,  4.24310     ,  0.00078     , 31, 406, 1282, 265, 1984
11324.484, 289.9936, 56.4919434,  4.24313     ,  0.00069     , 63, 406, 1281, 328, 2078
10930.024, 289.9956, 56.4905853,  4.24310     ,  0.00078     , 109, 79, 1281, 281, 1750
10427.610, 289.9983, 56.4921684,  4.24312     ,  0.00072     , 63, 375, 1328, 297, 2063
9893.657, 289.9968, 56.4897919,  4.24310     ,  0.00061     , 31, 406, 1281, 282, 2000
9509.035, 289.9992, 56.4929619,  4.24309     ,  0.00082     , 78, 109, 1281, 282, 1750
9028.364, 289.9962, 56.4905853,  4.24313     ,  0.00069     , 47, 78, 1328, 359, 1828
8495.608, 289.9969, 56.4922829,  4.24312     ,  0.00068     , 47, 281, 1282, 218, 1828
7992.375, 289.9964, 56.4925079,  4.24308     ,  0.00070     , 31, 407, 1281, 281, 2000
7599.848, 289.9951, 56.4906120,  4.24309     ,  0.00066     , 78, 204, 1281, 281, 1844
7096.008, 289.9951, 56.4894829,  4.24313     ,  0.00061     , 32, 93, 1282, 328, 1735
6591.917, 289.9915, 56.4907265,  4.24310     ,  0.00063     , 31, 422, 1281, 313, 2047
6198.704, 289.9941, 56.4908409,  4.24310     ,  0.00070     , 31, 203, 1281, 281, 1812
5693.740, 289.9958, 56.4900475,  4.24312     ,  0.00063     , 31, 94, 1328, 281, 1734
4196.749, 289.9980, 56.4915199,  4.24309     ,  0.00064     , 31, 312, 1282, 218, 1843
3755.901, 289.9944, 56.4903870,  4.24308     ,  0.00082     , 62, 125, 1281, 328, 1796
3269.219, 289.9956, 56.4910660,  4.24314     ,  0.00069     , 47, 406, 1281, 282, 2016
2728.512, 289.9920, 56.4911804,  4.24312     ,  0.00067     , 31, 62, 1282, 281, 1656
2215.958, 289.9927, 56.4937859,  4.24311     ,  0.00082     , 31, 62, 1282, 218, 1593
1867.674, 289.9943, 56.4908409,  4.24312     ,  0.00084     , 62, 219, 1281, 282, 1844
1342.678, 289.9921, 56.4910660,  4.24314     ,  0.00063     , 31, 407, -58719, 297, -57984
798.626, 289.9940, 56.4919739,  4.24311     ,  0.00076     , 32, 78, 1281, 250, 1641
443.696, 289.9949, 56.4907265,  4.24314     ,  0.00078     , 31, 172, 1282, 328, 1813
-0.147, 289.9970, 56.4878120,  4.24314     ,  0.00081     , 31, 328, 1281, 204, 1844
132.120, 294.9962, 55.8281288,  4.24491     ,  0.00079     , 62, 188, 1281, 266, 1797
653.975, 294.9978, 55.8265991,  4.24490     ,  0.00078     , 31, 406, 1281, 250, 1968
1476.666, 294.9957, 55.8277321,  4.24488     ,  0.00061     , 62, 375, 1282, 250, 1969
1967.471, 294.9972, 55.8271103,  4.24490     ,  0.00072     , 31, 312, 1282, 312, 1937
2573.088, 294.9968, 55.8270531,  4.24486     ,  0.00065     , 78, 360, 1281, 328, 2047
3010.290, 294.9997, 55.8258057,  4.24487     ,  0.00069     , 109, 110, 1281, 250, 1750
3380.388, 294.9965, 55.8277893,  4.24488     ,  0.00072     , 94, 156, 1282, 328, 1860
3916.621, 294.9969, 55.8273354,  4.24488     ,  0.00069     , 31, 407, 1281, 312, 2031
4466.350, 294.9982, 55.8265419,  4.24487     ,  0.00069     , 31, 391, 1281, 203, 1906
4856.978, 294.9976, 55.8289795,  4.24487     ,  0.00067     , 31, 203, 1281, 297, 1812
5366.978, 294.9991, 55.8271675,  4.24488     ,  0.00080     , 63, 156, 1281, 328, 1828
5863.670, 294.9980, 55.8307533,  4.24484     ,  0.00069     , 78, 359, 1282, 328, 2047
6399.524, 294.9992, 55.8309212,  4.24483     ,  0.00063     , 47, 109, 1281, 313, 1750
6872.081, 294.9978, 55.8310356,  4.24483     ,  0.00070     , 31, 172, 1281, 329, 1813
7234.763, 294.9988, 55.8299599,  4.24484     ,  0.00073     , 63, 125, 1281, 297, 1766
7707.123, 294.9974, 55.8316002,  4.24484     ,  0.00057     , 46, 79, 1281, 265, 1671
9172.111, 294.9993, 55.8319397,  4.24482     ,  0.00069     , 78, 235, 1281, 390, 1984
9708.152, 294.9984, 55.8313751,  4.24483     ,  0.00073     , 31, 78, 1281, 312, 1718
10203.703, 295.0002, 55.8301849,  4.244794    ,  0.00069     , 47, 422, 1281, 281, 2047
10610.866, 294.9977, 55.8302422,  4.244813    ,  0.00067     , 125, 359, 1281, 329, 2094
11147.667, 294.9970, 55.8309784,  4.244838    ,  0.00066     , 78, 250, 1422, 313, 2063
11532.018, 294.9993, 55.8301849,  4.244807    ,  0.00073     , 125, 188, 1281, 297, 1891
12049.999, 294.9971, 55.8301277,  4.244790    ,  0.00072     , 32, 328, 1281, 281, 1922
12571.781, 295.0060, 55.8299026,  4.244802    ,  0.00066     , 47, 125, 1281, 281, 1734
13045.476, 295.0044, 55.8312607,  4.244817    ,  0.00076     , 31, 406, 1297, 359, 2093
13451.887, 295.0018, 55.8272209,  4.244810    ,  0.00069     , 47, 172, 1281, 328, 1828
13945.915, 294.9975, 55.8263702,  4.244782    ,  0.00067     , 47, 312, 1281, 282, 1922
14462.379, 294.9967, 55.8266525,  4.244778    ,  0.00067     , 31, 63, 1281, 281, 1656
14957.170, 294.9955, 55.8261452,  4.244802    ,  0.00072     , 47, 328, 1281, 313, 1969
15343.042, 294.9955, 55.8268242,  4.244802    ,  0.00067     , 47, 63, -58719, 281, -58328
15976.214, 294.9947, 55.8271065,  4.244781    ,  0.00071     , 47, 328, 1281, 219, 1875
16332.052, 294.9964, 55.8275604,  4.24478     ,  0.00069     , 62, 125, 1281, 313, 1781
16833.498, 294.9973, 55.8262024,  4.244774    ,  0.00066     , 31, 359, 1281, 188, 1859
17350.146, 294.9967, 55.8247833,  4.244765    ,  0.00059     , 110, 62, 1282, 250, 1704
17844.746, 294.9987, 55.8265419,  4.244775    ,  0.00078     , 31, 359, 1282, 328, 2000
18361.396, 295.0009, 55.8260307,  4.244752    ,  0.00064     , 62, 360, 1281, 328, 2031
18747.076, 294.9976, 55.8271637,  4.244765    ,  0.00070     , 94, 78, 1328, 266, 1766
19242.439, 295.0013, 55.8262024,  4.24476     ,  0.00067     , 31, 407, 1281, 219, 1938
19736.848, 294.9880, 55.8269386,  4.244753    ,  0.00076     , 47, 328, 1281, 281, 1937
20261.482, 294.9900, 55.8269920,  4.244735    ,  0.00077     , 31, 313, 1281, 235, 1860
20640.127, 294.9931, 55.8285217,  4.24472     ,  0.00063     , 63, 250, 1281, 328, 1922
21141.381, 294.9973, 55.8303909,  4.244739    ,  0.00076     , 31, 94, 1281, 281, 1687
21614.693, 295.0004, 55.8298836,  4.244740    ,  0.00069     , 47, 188, 1281, 328, 1844
22111.004, 295.0019, 55.8297691,  4.244717    ,  0.00065     , 32, 390, 1282, 328, 2032
22649.512, 295.0046, 55.8285789,  4.244733    ,  0.00073     , 46, 375, -58718, 218, -58079
23014.285, 295.0042, 55.8294868,  4.244729    ,  0.00067     , 63, 187, 1281, 313, 1844
23508.881, 295.0020, 55.8301659,  4.244707    ,  0.00062     , 62, 360, 1281, 219, 1922
24025.154, 295.0015, 55.8295441,  4.244729    ,  0.00073     , 62, 407, 1281, 266, 2016
24550.920, 295.0019, 55.8286362,  4.244706    ,  0.00064     , 31, 63, 1281, 281, 1656
25045.523, 295.0017, 55.8285789,  4.244713    ,  0.00074     , 31, 79, 1281, 282, 1688
25518.643, 294.9993, 55.8280716,  4.244709    ,  0.00062     , 31, 78, 1282, 281, 1672
26014.762, 294.9982, 55.8297119,  4.244693    ,  0.00067     , 32, 406, 1281, 328, 2047
26400.443, 294.9982, 55.8278999,  4.244707    ,  0.00082     , 78, 125, 1282, 328, 1813
26873.375, 294.9980, 55.8287506,  4.244694    ,  0.00073     , 31, 63, 1281, 265, 1640
27369.684, 295.0056, 55.8296547,  4.244693    ,  0.00059     , 63, 125, 1281, 234, 1703
27842.803, 295.0037, 55.8285828,  4.244676    ,  0.00073     , 31, 78, 1422, 234, 1781
28345.574, 294.9991, 55.8270531,  4.244668    ,  0.00062     , 47, 63, 1250, 281, 1641
28818.887, 294.9992, 55.8276215,  4.244678    ,  0.00067     , 31, 125, 1266, 250, 1672
29292.576, 294.9975, 55.8270531,  4.244686    ,  0.00071     , 31, 234, 1250, 250, 1765
29787.934, 294.9955, 55.8264885,  4.244666    ,  0.00078     , 47, 172, 1265, -59687, -58203
30284.242, 294.9970, 55.8278465,  4.244681    ,  0.00063     , 46, 79, 1281, 234, 1640
30758.314, 294.9970, 55.8268852,  4.244651    ,  0.00067     , 31, 63, 1281, 328, 1703
31253.482, 294.9978, 55.8273354,  4.244663    ,  0.00077     , 32, 406, 1281, 281, 2000
31777.545, 294.9989, 55.8265457,  4.244648    ,  0.00069     , 31, 110, 1281, 265, 1687
32114.371, 294.9992, 55.8277893,  4.244652    ,  0.00066     , 31, 157, 1234, 312, 1750
32608.592, 295.0021, 55.8272781,  4.244641    ,  0.00069     , 31, 78, 1266, 297, 1672
34080.598, 295.0013, 55.8274498,  4.244648    ,  0.00070     , 109, 94, 1266, 296, 1765
34576.723, 295.0066, 55.8270531,  4.244640    ,  0.00071     , 110, 109, 1266, 312, 1797
35072.270, 295.0050, 55.8256531,  4.244617    ,  0.00064     , 110, 359, 1266, 297, 2032
35597.281, 295.0017, 55.8248062,  4.244614    ,  0.00069     , 47, 187, 1266, 312, 1812
35954.832, 294.9993, 55.8256531,  4.244625    ,  0.00067     , 47, 125, 1266, 312, 1750
36449.996, 294.9987, 55.8260498,  4.244619    ,  0.00061     , 62, 125, 1266, 343, 1796
36931.668, 295.0000, 55.8252029,  4.244583    ,  0.00067     , 31, 63, 1281, 281, 1656
37492.418, 294.9980, 55.8250313,  4.244589    ,  0.00067     , 47, 250, 1266, 234, 1797
37987.395, 294.9980, 55.8267288,  4.244599    ,  0.00069     , 62, 406, 1297, 328, 2093
38374.598, 295.0003, 55.8252029,  4.244591    ,  0.00054     , 62, 109, 1266, 344, 1781
38869.570, 295.0001, 55.8248634,  4.244588    ,  0.00064     , 31, 313, 1265, 328, 1937
39387.363, 295.0010, 55.8254852,  4.244563    ,  0.00071     , 46, 407, 1281, 171, 1921
39911.996, 295.0008, 55.8267860,  4.244552    ,  0.00076     , 46, 125, 1266, 234, 1671
40385.113, 295.0011, 55.8255997,  4.244572    ,  0.00066     , 110, 422, 1234, 281, 2047
40770.980, 295.0016, 55.8259926,  4.244540    ,  0.00070     , 63, 187, 1266, 328, 1844
41267.105, 295.0031, 55.8244667,  4.244547    ,  0.00076     , 31, 407, 1265, 266, 1969
41785.082, 295.0006, 55.8251457,  4.244542    ,  0.00075     , 47, 297, 1265, 313, 1922
42302.301, 295.0015, 55.8252029,  4.244568    ,  0.00069     , 47, 282, 1250, 265, 1844
42666.879, 295.0002, 55.8257866,  4.244549    ,  0.00067     , 78, 329, 1265, 235, 1907
43162.238, 294.9985, 55.8260155,  4.244542    ,  0.00064     , 31, 187, 1438, 250, 1906
43678.695, 295.0019, 55.8253899,  4.244547    ,  0.00073     , 31, 406, 1266, 344, 2047
44203.137, 294.9999, 55.8247681,  4.244507    ,  0.00065     , 63, 359, 1266, 312, 2000
44582.543, 295.0023, 55.8248253,  4.244490    ,  0.00065     , 31, 157, 1265, 266, 1719
45062.121, 294.9998, 55.8249397,  4.244523    ,  0.00082     , 31, 63, 1265, 313, 1672
45536.191, 295.0016, 55.8247108,  4.244496    ,  0.00070     , 31, 78, 1234, 359, 1718
46032.500, 295.0013, 55.8250504,  4.244489    ,  0.00075     , 63, 344, 1281, 281, 1969
46548.387, 295.0010, 55.8254471,  4.244493    ,  0.00066     , 32, 93, 1266, 297, 1688
47044.125, 294.9980, 55.8248825,  4.244482    ,  0.00071     , 31, 406, 1266, 266, 1969
47545.758, 295.0013, 55.8248825,  4.244490    ,  0.00066     , 109, 78, 1235, 297, 1734
48040.734, 295.0017, 55.8250504,  4.244469    ,  0.00067     , 62, 406, 1250, 297, 2015
48419.953, 295.0024, 55.8236351,  4.244468    ,  0.00058     , 94, 78, 1282, 296, 1750
48923.676, 295.0029, 55.8245430,  4.244471    ,  0.00065     , 63, 343, 1297, 219, 1922
